Account,Phone,Date,City,Province,Amount
82084,519-466-7781,22-Jan,SARNIA,ON,0.02
82084,519-337-5635,22-Jan,SARNIA,ON,0.01
82084,780-573-3152,22-Jan,BONNYVILL,AB,0.01
82084,226-402-1777,22-Jan,SARNIA,ON,0.01
82084,519-330-2236,22-Jan,SARNIA,ON,0.01
82084,519-466-0877,22-Jan,SARNIA,ON,0.01
82084,519-344-7935,22-Jan,SARNIA,ON,0.01
82084,519-333-7694,22-Jan,SARNIA,ON,0.01
82084,226-738-0582,22-Jan,PETROLIA,ON,0.05
82084,519-333-9110,22-Jan,SARNIA,ON,0.13
82084,705-978-3178,22-Jan,NORTH BAY,ON,0.01
82084,226-224-5321,22-Jan,LONDON,ON,0.01
82084,519-440-6137,22-Jan,GODERICH,ON,0.01
82084,587-707-4631,22-Jan,CALGARY,AB,0.01
82084,226-378-0699,23-Jan,LONDON,ON,0.01
82084,226-377-1514,23-Jan,LONDON,ON,0.01
82084,519-301-3266,23-Jan,STRATFORD,ON,0.01
82084,226-377-5803,23-Jan,LONDON,ON,0.01
82084,226-926-1187,23-Jan,LONDON,ON,0.01
82084,519-771-0137,23-Jan,BRANTFORD,ON,0.01
82084,226-237-4775,23-Jan,LONDON,ON,0.01
82084,905-537-3133,23-Jan,HAMILTON,ON,0.01
82084,519-397-4103,23-Jan,CHATHAM,ON,0.01
82084,613-314-4621,23-Jan,OTTAWA,ON,0.01
82084,613-296-8867,23-Jan,OTTAWAHUL,ON,0.03
82084,226-750-5641,23-Jan,KITCHEWTR,ON,0.01
82084,226-237-5160,25-Jan,LONDON,ON,0.01
82084,226-700-9684,25-Jan,LONDON,ON,0.02
82084,519-867-9927,25-Jan,COURTRIGH,ON,0.04
82084,613-266-9844,25-Jan,OTTAWAHUL,ON,0.01
82084,519-331-2696,25-Jan,SARNIA,ON,0.01
82084,519-383-3177,25-Jan,SARNIA,ON,0.01
82084,306-581-0973,25-Jan,REGINA,SK,0.01
82084,519-312-6198,25-Jan,SARNIA,ON,0.02
82084,519-344-7358,25-Jan,SARNIA,ON,0.01
82084,519-312-3168,25-Jan,SARNIA,ON,0.01
82084,519-312-3168,25-Jan,SARNIA,ON,0.01
82084,519-491-2556,25-Jan,SARNIA,ON,0.01
82084,519-274-1992,25-Jan,STRATFORD,ON,0.01
82084,519-331-2892,25-Jan,SARNIA,ON,0.02
82084,519-333-7763,25-Jan,SARNIA,ON,0.01
82084,519-312-1987,25-Jan,SARNIA,ON,0.01
82084,226-886-1903,25-Jan,SARNIA,ON,0.01
82084,519-440-9847,25-Jan,GODERICH,ON,0.01
82084,226-977-6252,25-Jan,LONDON,ON,0.01
82084,519-333-8184,25-Jan,SARNIA,ON,0.02
82084,226-926-6057,25-Jan,LONDON,ON,0.01
82084,226-926-5886,25-Jan,LONDON,ON,0.01
82084,519-813-9025,25-Jan,CORUNNA,ON,0.01
82084,519-365-3147,25-Jan,CHATHAM,ON,0.01
82084,519-401-7414,25-Jan,CHATHAM,ON,0.01
82084,519-480-0442,25-Jan,CHATHAM,ON,0.01
82084,226-750-5641,26-Jan,KITCHEWTR,ON,0.02
82084,519-442-5543,26-Jan,PARIS,ON,0.01
82084,519-350-1142,26-Jan,CHATHAM,ON,0.01
82084,519-401-2158,26-Jan,CHATHAM,ON,0.03
82084,519-272-1170,26-Jan,STRATFORD,ON,0.02
82084,587-707-4631,26-Jan,CALGARY,AB,0.01
82084,226-235-5157,26-Jan,LONDON,ON,0.01
82084,226-377-1639,26-Jan,LONDON,ON,0.01
82084,519-301-3266,26-Jan,STRATFORD,ON,0.01
82084,226-926-3372,26-Jan,LONDON,ON,0.01
82084,226-926-1187,26-Jan,LONDON,ON,0.01
82084,519-397-4103,26-Jan,CHATHAM,ON,0.01
82084,519-397-4103,27-Jan,CHATHAM,ON,0.01
82084,519-397-4103,27-Jan,CHATHAM,ON,0.01
82084,226-339-8169,27-Jan,KITCHEWTR,ON,0.01
82084,226-235-7913,27-Jan,LONDON,ON,0.01
82084,416-743-5370,27-Jan,TORONTO,ON,0.01
82084,226-236-8042,27-Jan,LONDON,ON,0.01
82084,226-926-5886,27-Jan,LONDON,ON,0.01
82084,905-537-3133,27-Jan,HAMILTON,ON,0.01
82084,226-927-7656,27-Jan,LONDON,ON,0.02
82084,226-700-9684,27-Jan,LONDON,ON,0.01
82084,226-270-2797,27-Jan,LONDON,ON,0.07
82084,519-375-5561,27-Jan,OWEN SOUN,ON,0.04
82084,519-491-2556,27-Jan,SARNIA,ON,0.01
82084,519-333-7763,27-Jan,SARNIA,ON,0.01
82084,519-466-0566,27-Jan,SARNIA,ON,0.01
82084,519-333-7694,27-Jan,SARNIA,ON,0.01
82084,519-328-4660,27-Jan,SARNIA,ON,0.01
82084,226-886-1903,27-Jan,SARNIA,ON,0.01
82084,519-336-5319,27-Jan,SARNIA,ON,0.01
82084,226-402-3000,27-Jan,SARNIA,ON,0.01
82084,519-899-5057,27-Jan,ABERARDER,ON,0.04
82084,226-376-2223,27-Jan,LONDON,ON,0.01
82084,416-460-6102,27-Jan,TORONTO,ON,0.01
82084,226-236-7140,27-Jan,LONDON,ON,0.01
82084,226-750-5641,28-Jan,KITCHEWTR,ON,0.02
82084,519-653-1111,28-Jan,PRESTON,ON,0.01
82084,226-236-8042,28-Jan,LONDON,ON,0.01
82084,226-270-2797,28-Jan,LONDON,ON,0.03
82084,226-377-1639,28-Jan,LONDON,ON,0.01
82084,226-378-0699,28-Jan,LONDON,ON,0.01
82084,519-328-4885,28-Jan,SARNIA,ON,0.01
82084,226-738-0582,28-Jan,PETROLIA,ON,0.01
82084,519-381-9143,28-Jan,SARNIA,ON,0.02
82084,519-809-0223,28-Jan,CHATHAM,ON,0.02
82084,226-993-0023,28-Jan,TILLSONBG,ON,0.01
82084,226-504-0440,28-Jan,LONDON,ON,0.02
82084,519-490-8578,28-Jan,SARNIA,ON,0.01
82084,519-383-8312,28-Jan,SARNIA,ON,0.02
82084,519-360-1652,28-Jan,CHATHAM,ON,0.01
82084,519-809-3279,28-Jan,CHATHAM,ON,0.01
82084,519-683-4222,28-Jan,DRESDEN,ON,0.02
82084,226-926-5886,29-Jan,LONDON,ON,0.01
82084,905-537-3133,29-Jan,HAMILTON,ON,0.01
82084,519-570-4211,29-Jan,KITCHEWTR,ON,0.01
82084,226-235-7913,29-Jan,LONDON,ON,0.01
82084,519-381-4152,29-Jan,SARNIA,ON,0.01
82084,519-344-3936,29-Jan,SARNIA,ON,0.02
82084,519-328-5492,29-Jan,SARNIA,ON,0.01
82084,519-384-3488,29-Jan,SARNIA,ON,0.02
82084,519-466-1125,29-Jan,SARNIA,ON,0.01
82084,519-384-4677,29-Jan,SARNIA,ON,0.01
82084,519-882-0164,29-Jan,PETROLIA,ON,0.01
82084,519-466-1819,29-Jan,SARNIA,ON,0.01
82084,519-331-9142,29-Jan,SARNIA,ON,0.01
82084,519-328-5458,29-Jan,SARNIA,ON,0.01
82084,519-683-1059,29-Jan,DRESDEN,ON,0.02
82084,519-331-9962,29-Jan,SARNIA,ON,0.13
82084,519-491-0865,29-Jan,SARNIA,ON,0.02
82084,519-401-8535,29-Jan,CHATHAM,ON,0.01
82084,519-381-9542,29-Jan,SARNIA,ON,0.01
82084,226-932-2363,29-Jan,SARNIA,ON,0.01
82084,226-932-0040,29-Jan,SARNIA,ON,0.01
82084,519-333-9250,29-Jan,SARNIA,ON,0.01
82084,519-312-0985,29-Jan,SARNIA,ON,0.01
82084,519-882-3684,29-Jan,PETROLIA,ON,0.02
82084,519-384-5005,29-Jan,SARNIA,ON,0.02
82084,226-377-9941,29-Jan,LONDON,ON,0.03
82084,519-864-1091,29-Jan,BRIGDEN,ON,0.01
82084,226-970-2418,29-Jan,TILLSONBG,ON,0.01
82084,519-449-2401,29-Jan,BURFORD,ON,0.01
82084,519-330-9801,29-Jan,SARNIA,ON,0.02
82084,780-573-3152,29-Jan,BONNYVILL,AB,0.01
82084,519-271-1835,29-Jan,STRATFORD,ON,0.01
82084,226-980-8932,29-Jan,LONDON,ON,0.01
82084,226-236-6999,29-Jan,LONDON,ON,0.01
82084,226-919-4656,29-Jan,LONDON,ON,0.12
82084,519-328-3508,29-Jan,SARNIA,ON,0.01
82084,226-919-5982,29-Jan,LONDON,ON,0.01
82084,519-365-0421,29-Jan,CHATHAM,ON,0.01
82084,519-350-7690,29-Jan,CHATHAM,ON,0.01
82084,519-360-0515,29-Jan,CHATHAM,ON,0.01
82084,519-358-3789,29-Jan,CHATHAM,ON,0.03
82084,226-626-5453,29-Jan,CHATHAM,ON,0.01
82084,226-626-5550,29-Jan,CHATHAM,ON,0.01
82084,226-626-4222,29-Jan,CHATHAM,ON,0.04
82084,226-627-4917,29-Jan,CHATHAM,ON,0.01
82084,519-678-3821,29-Jan,HIGHGATE,ON,0.03
82084,226-377-1514,30-Jan,LONDON,ON,0.01
82084,226-926-3372,30-Jan,LONDON,ON,0.01
82084,226-236-8820,30-Jan,LONDON,ON,0.01
82084,226-236-8042,30-Jan,LONDON,ON,0.02
82084,226-927-2949,30-Jan,LONDON,ON,0.03
82084,519-330-8062,30-Jan,SARNIA,ON,0.01
82084,519-365-6589,30-Jan,CHATHAM,ON,0.01
82084,289-821-4098,30-Jan,WELLAND,ON,0.01
82084,226-927-1956,30-Jan,LONDON,ON,0.01
82084,226-927-1956,30-Jan,LONDON,ON,0.01
85406,519-271-1707,7-Jan,STRATFORD,ON,0.03
85406,519-894-0890,7-Jan,KITCHEWTR,ON,0.03
85406,416-900-2233,7-Jan,TORONTO,ON,0.55
85406,519-894-0890,7-Jan,KITCHEWTR,ON,0.01
85406,514-947-9300,8-Jan,MONTREAL,PQ,0.53
85406,519-894-0890,11-Jan,KITCHEWTR,ON,0.04
85406,519-743-0888,11-Jan,KITCHEWTR,ON,0.03
85406,519-894-0890,11-Jan,KITCHEWTR,ON,0.01
85406,416-248-1200,11-Jan,TORONTO,ON,0.05
85406,647-497-9353,13-Jan,TORONTO,ON,0.95
85406,437-999-3543,14-Jan,TORONTO,ON,0.06
85406,416-278-9333,19-Jan,TORONTO,ON,1.41
85406,416-278-9333,20-Jan,TORONTO,ON,1.03
85406,647-497-9380,21-Jan,TORONTO,ON,4.71
85406,416-278-9333,21-Jan,TORONTO,ON,0.18
85406,647-497-9353,22-Jan,TORONTO,ON,1.02
85406,416-278-9333,22-Jan,TORONTO,ON,0.41
85406,647-497-9379,25-Jan,TORONTO,ON,1.02
85406,416-248-1200,26-Jan,TORONTO,ON,0.02
85406,519-885-1400,26-Jan,KITCHEWTR,ON,0.06
85406,519-624-9876,26-Jan,GALT,ON,0.03
85406,519-622-4040,26-Jan,GALT,ON,0.06
85406,819-921-0953,27-Jan,HULL,PQ,0.02
85406,905-751-0090,28-Jan,AURORA,ON,0.13
88341,781-897-7871,12-Jan,WOBURN,MA,0.17
88341,973-601-8374,13-Jan,HOPATCONG,NJ,0.68
88341,416-278-9333,25-Jan,TORONTO,ON,0.02
88341,602-789-2701,26-Jan,NO PHOENI,AZ,0.07
88341,902-217-2619,27-Jan,SYDNEY,NS,0.08
88341,973-601-8235,28-Jan,HOPATCONG,NJ,0.02
88341,973-601-8292,28-Jan,HOPATCONG,NJ,0.01
88341,973-601-8244,28-Jan,HOPATCONG,NJ,0.03
88341,973-601-8375,28-Jan,HOPATCONG,NJ,0.01
88341,973-601-8372,28-Jan,HOPATCONG,NJ,0.06
88341,973-601-8217,28-Jan,HOPATCONG,NJ,0.01
88341,973-601-8244,28-Jan,HOPATCONG,NJ,0.01
90021,519-328-2691,13-Jan,SARNIA,ON,0.09
90021,905-503-0304,13-Jan,AURORA,ON,0.01
90021,416-385-2433,14-Jan,TORONTO,ON,0.59
90021,416-240-7511,15-Jan,TORONTO,ON,0.04
90021,519-381-1333,18-Jan,SARNIA,ON,0.01
90021,519-217-7669,18-Jan,ORANGEVL,ON,0.11
90021,604-343-2597,18-Jan,VANCOUVER,BC,0.05
90021,416-594-7837,20-Jan,TORONTO,ON,0.01
90021,416-594-7837,20-Jan,TORONTO,ON,0.01
90021,416-594-7837,20-Jan,TORONTO,ON,0.01
90021,416-594-8698,20-Jan,TORONTO,ON,0.11
90021,416-594-7837,20-Jan,TORONTO,ON,0.13
90021,416-597-7837,20-Jan,TORONTO,ON,0.01
90021,519-381-1333,21-Jan,SARNIA,ON,0.11
90021,226-378-5790,26-Jan,LONDON,ON,0.07
90021,519-542-2121,26-Jan,SARNIA,ON,0.02
90021,336-856-9696,27-Jan,GREENSBOR,NC,0.13
90021,416-956-6392,27-Jan,TORONTO,ON,0.07
90021,519-542-2121,28-Jan,SARNIA,ON,0.1
90021,336-856-9696,29-Jan,GREENSBOR,NC,0.3
90021,336-856-9696,29-Jan,GREENSBOR,NC,0.1
90021,519-466-1676,29-Jan,SARNIA,ON,0.15
91291,716-570-8300,6-Jan,BUFFALO,NY,0.01
91291,508-650-3500,6-Jan,NATICK,MA,0.36
91291,519-239-4087,6-Jan,HESPELER,ON,0.03
91291,519-239-4087,6-Jan,HESPELER,ON,0.01
91291,519-239-4087,6-Jan,HESPELER,ON,0.02
91291,519-239-4087,6-Jan,HESPELER,ON,0.03
91291,647-404-3124,7-Jan,TORONTO,ON,0.02
91291,519-239-4087,7-Jan,HESPELER,ON,0.02
91291,519-241-4249,7-Jan,HESPELER,ON,0.03
91291,647-404-3124,7-Jan,TORONTO,ON,0.07
91291,502-494-1047,7-Jan,LOUISVILL,KY,0.02
91291,989-239-4788,7-Jan,SAGINAW,MI,0.01
91291,226-929-7844,7-Jan,KITCHEWTR,ON,0.01
91291,416-663-0600,7-Jan,TORONTO,ON,0.11
91291,416-949-2381,8-Jan,TORONTO,ON,0.03
91291,416-258-6825,8-Jan,TORONTO,ON,0.02
91291,989-239-4788,8-Jan,SAGINAW,MI,0.01
91291,989-239-4788,8-Jan,SAGINAW,MI,0.05
91291,502-494-1047,8-Jan,LOUISVILL,KY,0.01
91291,516-519-1098,8-Jan,NASSAUZN0,NY,0.09
91291,832-295-9527,8-Jan,HSTNSUBUR,TX,0.03
91291,502-494-1047,8-Jan,LOUISVILL,KY,0.22
91291,905-984-0828,11-Jan,STCTNSTHL,ON,0.06
91291,905-718-8864,11-Jan,OSHAWA,ON,0.15
91291,905-984-0828,11-Jan,STCTNSTHL,ON,0.01
91291,715-387-1690,11-Jan,MARSHFIEL,WI,0.01
91291,502-494-1047,11-Jan,LOUISVILL,KY,0.01
91291,416-258-6825,12-Jan,TORONTO,ON,0.02
91291,336-259-4297,12-Jan,HIGH POIN,NC,0.02
91291,310-422-0964,12-Jan,SAN MONIC,CA,0.06
91291,416-671-5731,12-Jan,TORONTO,ON,0.05
91291,905-265-9203,12-Jan,WOODBRIDG,ON,0.04
91291,905-265-9203,12-Jan,WOODBRIDG,ON,0.03
91291,905-265-9203,12-Jan,WOODBRIDG,ON,0.04
91291,336-259-4297,13-Jan,HIGH POIN,NC,0.04
91291,336-259-4297,13-Jan,HIGH POIN,NC,0.01
91291,416-663-0600,13-Jan,TORONTO,ON,0.1
91291,516-519-1098,13-Jan,NASSAUZN0,NY,0.01
91291,516-519-1099,13-Jan,NASSAUZN0,NY,0.01
91291,403-835-7950,14-Jan,CALGARY,AB,0.04
91291,416-671-5731,14-Jan,TORONTO,ON,0.01
91291,336-847-4310,15-Jan,HIGH POIN,NC,0.01
91291,336-847-4310,15-Jan,HIGH POIN,NC,0.05
91291,519-239-4087,15-Jan,HESPELER,ON,0.01
91291,416-804-6970,15-Jan,TORONTO,ON,0.45
91291,416-671-5731,18-Jan,TORONTO,ON,0.01
91291,416-523-1281,18-Jan,TORONTO,ON,0.04
91291,226-749-1313,18-Jan,KITCHEWTR,ON,0.04
91291,416-671-5731,18-Jan,TORONTO,ON,0.05
91291,519-239-4087,18-Jan,HESPELER,ON,0.01
91291,514-909-4831,18-Jan,MONTREAL,PQ,0.02
91291,403-835-7950,18-Jan,CALGARY,AB,0.04
91291,226-929-7844,18-Jan,KITCHEWTR,ON,0.06
91291,516-519-1099,18-Jan,NASSAUZN0,NY,0.01
91291,516-519-1098,18-Jan,NASSAUZN0,NY,0.01
91291,902-456-3812,18-Jan,HALIFAX,NS,0.22
91291,905-761-1343,18-Jan,THORNHILL,ON,0.01
91291,905-761-1343,18-Jan,THORNHILL,ON,0.01
91291,416-671-5731,18-Jan,TORONTO,ON,0.31
91291,416-671-5731,18-Jan,TORONTO,ON,0.01
91291,416-671-5731,19-Jan,TORONTO,ON,0.01
91291,416-663-0600,19-Jan,TORONTO,ON,0.08
91291,905-718-8864,20-Jan,OSHAWA,ON,0.02
91291,516-519-1098,20-Jan,NASSAUZN0,NY,0.01
91291,519-239-4087,20-Jan,HESPELER,ON,0.01
91291,516-519-1098,20-Jan,NASSAUZN0,NY,0.01
91291,416-258-6825,20-Jan,TORONTO,ON,0.09
91291,516-519-1099,20-Jan,NASSAUZN0,NY,0.01
91291,516-519-1099,20-Jan,NASSAUZN0,NY,0.01
91291,905-761-1343,20-Jan,THORNHILL,ON,0.01
91291,416-671-5731,20-Jan,TORONTO,ON,0.06
91291,519-239-4087,21-Jan,HESPELER,ON,0.1
91291,519-239-4087,21-Jan,HESPELER,ON,0.25
91291,416-949-2381,21-Jan,TORONTO,ON,0.05
91291,416-671-5731,21-Jan,TORONTO,ON,0.05
91291,416-671-5731,21-Jan,TORONTO,ON,0.02
91291,416-323-6839,22-Jan,TORONTO,ON,0.03
91291,905-738-0699,22-Jan,THORNHILL,ON,0.03
91291,516-519-1098,22-Jan,NASSAUZN0,NY,0.01
91291,416-671-5731,22-Jan,TORONTO,ON,0.01
91291,416-671-5731,22-Jan,TORONTO,ON,0.02
91291,519-239-4087,27-Jan,HESPELER,ON,0.02
91291,905-718-8864,27-Jan,OSHAWA,ON,0.02
91291,516-519-1099,27-Jan,NASSAUZN0,NY,0.01
91291,516-519-1098,27-Jan,NASSAUZN0,NY,0.01
91291,310-422-0964,27-Jan,SAN MONIC,CA,0.01
91291,516-519-1098,27-Jan,NASSAUZN0,NY,0.01
91291,708-563-2899,27-Jan,SUMMIT,IL,0.01
91291,708-563-2899,27-Jan,SUMMIT,IL,0.01
91291,708-563-2890,27-Jan,SUMMIT,IL,0.01
91291,678-595-2557,27-Jan,ATLANTA,GA,0.41
91291,416-671-5731,27-Jan,TORONTO,ON,0.04
91291,416-671-5731,27-Jan,TORONTO,ON,0.01
91291,403-835-7950,28-Jan,CALGARY,AB,0.01
91291,416-671-5731,28-Jan,TORONTO,ON,0.02
91291,905-761-1343,28-Jan,THORNHILL,ON,0.01
91291,519-239-4087,28-Jan,HESPELER,ON,0.01
91291,416-804-6970,28-Jan,TORONTO,ON,0.01
91291,226-929-7844,29-Jan,KITCHEWTR,ON,0.15
91291,403-835-7950,29-Jan,CALGARY,AB,0.07
91291,416-671-5731,29-Jan,TORONTO,ON,0.03
91291,416-671-5731,29-Jan,TORONTO,ON,0.01
94579,519-683-1170,6-Jan,DRESDEN,ON,0.09
94579,519-466-5625,8-Jan,SARNIA,ON,0.01
94579,226-932-1158,8-Jan,SARNIA,ON,0.06
94579,519-466-4584,8-Jan,SARNIA,ON,0.01
94579,519-337-2230,9-Jan,SARNIA,ON,0.2
94579,226-926-4796,9-Jan,LONDON,ON,0.14
94579,226-627-0434,12-Jan,CHATHAM,ON,0.01
94579,226-973-3435,12-Jan,LONDON,ON,0.01
94579,519-381-5491,12-Jan,SARNIA,ON,0.02
94579,519-682-9368,12-Jan,TILBURY,ON,0.01
94579,519-674-5260,12-Jan,RIDGETOWN,ON,0.01
94579,519-351-7673,12-Jan,CHATHAM,ON,0.01
94579,519-784-3503,12-Jan,CHATHAM,ON,0.01
94579,289-339-5260,12-Jan,HAMILTON,ON,0.01
94579,226-626-7357,12-Jan,CHATHAM,ON,0.01
94579,226-626-7012,12-Jan,CHATHAM,ON,0.01
94579,519-355-5163,12-Jan,CHATHAM,ON,0.01
94579,519-333-8592,13-Jan,SARNIA,ON,0.03
94579,226-627-2457,13-Jan,CHATHAM,ON,0.01
94579,905-449-4809,13-Jan,OSHAWA,ON,0.03
94579,519-784-3503,14-Jan,CHATHAM,ON,0.01
94579,519-358-1499,14-Jan,CHATHAM,ON,0.01
94579,519-682-1065,14-Jan,TILBURY,ON,0.01
94579,519-350-2956,14-Jan,CHATHAM,ON,0.01
94579,519-676-3204,14-Jan,BLENHEIM,ON,0.01
94579,519-401-6281,14-Jan,CHATHAM,ON,0.02
94579,519-359-2481,14-Jan,CHATHAM,ON,0.01
94579,519-683-4139,14-Jan,DRESDEN,ON,0.01
94579,519-437-5025,14-Jan,CHATHAM,ON,0.02
94579,519-351-1017,14-Jan,CHATHAM,ON,0.02
94579,226-973-3435,15-Jan,LONDON,ON,0.02
94579,905-484-1831,15-Jan,OAKVILLE,ON,0.02
94579,226-626-4648,15-Jan,CHATHAM,ON,0.02
94579,519-695-6513,18-Jan,BOTHWELL,ON,0.02
94579,519-704-1146,18-Jan,SARNIA,ON,0.02
94579,226-213-4103,19-Jan,LONDON,ON,0.04
94579,519-365-3126,19-Jan,CHATHAM,ON,0.01
94579,519-354-2059,19-Jan,CHATHAM,ON,0.03
94579,519-359-0633,19-Jan,CHATHAM,ON,0.01
94579,519-359-6526,19-Jan,CHATHAM,ON,0.02
94579,604-725-3218,20-Jan,VANCOUVER,BC,0.01
94579,519-736-8082,6-Jan,AMHERSTBG,,0.01
94579,519-736-8082,6-Jan,AMHERSTBG,,0.01
94579,226-345-0007,6-Jan,WINDSOR,,0.08
94579,226-663-2796,6-Jan,LONDON,,0.23
94579,519-682-0648,6-Jan,TILBURY,,0.1
94579,226-234-0007,6-Jan,LONDON,,0.04
94579,226-234-0007,6-Jan,LONDON,,0.01
94579,226-234-0007,6-Jan,LONDON,,0.16
94579,519-978-3719,6-Jan,LA SALLE,,0
94579,519-312-0318,6-Jan,SARNIA,,0.04
94579,226-345-0007,6-Jan,WINDSOR,,0.03
94579,226-970-1103,6-Jan,TILLSONBG,,0.1
94579,519-358-7050,6-Jan,CHATHAM,,0.03
94579,519-951-7665,6-Jan,LONDON,,0.05
94579,519-613-4000,6-Jan,LEAMINGTO,,0
94579,226-202-1101,6-Jan,LEAMINGTO,,0.18
94579,226-777-2189,6-Jan,LONDON,,0.32
94579,226-886-1101,6-Jan,SARNIA,,0.01
94579,226-886-1101,6-Jan,SARNIA,,0.06
94579,519-202-0181,6-Jan,DORCHESTE,,0.05
94579,226-345-0007,6-Jan,WINDSOR,,0.01
94579,226-345-0007,6-Jan,WINDSOR,,0.04
94579,226-883-1101,6-Jan,WOODSTOCK,,0.02
94579,519-623-4040,6-Jan,GALT,,0.01
94579,226-234-0007,6-Jan,LONDON,,0.05
94579,226-345-0007,6-Jan,WINDSOR,,0.04
94579,519-349-2097,6-Jan,UNIONDALE,,0.12
94579,519-694-1101,6-Jan,LONDON,,0.08
94579,519-694-1101,6-Jan,LONDON,,0.01
94579,226-674-1028,7-Jan,WINDSOR,,0.02
94579,226-674-1028,7-Jan,WINDSOR,,0.02
94579,226-674-1028,7-Jan,WINDSOR,,0.02
94579,226-883-1101,7-Jan,WOODSTOCK,,0.04
94579,519-991-1101,7-Jan,WINDSOR,,0.03
94579,519-682-1065,7-Jan,TILBURY,,0.08
94579,519-464-4400,7-Jan,SARNIA,,0.07
94579,226-792-0007,7-Jan,KITCHEWTR,,0.01
94579,519-452-4100,7-Jan,LONDON,,0.03
94579,519-973-8754,7-Jan,WINDSOR,,0.02
94579,519-973-8754,7-Jan,WINDSOR,,0.01
94579,519-973-8754,7-Jan,WINDSOR,,0.01
94579,519-973-8754,7-Jan,WINDSOR,,0.02
94579,226-374-8000,7-Jan,LONDON,,0.03
94579,519-973-8754,7-Jan,WINDSOR,,0.03
94579,519-973-8754,7-Jan,WINDSOR,,0.01
94579,519-973-8754,7-Jan,WINDSOR,,0.01
94579,226-886-1101,7-Jan,SARNIA,,0.08
94579,519-474-2516,7-Jan,LONDON,,0.1
94579,519-973-8754,7-Jan,WINDSOR,,0.01
94579,519-973-8754,7-Jan,WINDSOR,,0.01
94579,226-374-8000,7-Jan,LONDON,,0.08
94579,519-991-1101,7-Jan,WINDSOR,,0.05
94579,519-631-0367,7-Jan,ST THOMAS,,0.06
94579,226-626-0007,7-Jan,CHATHAM,,0.19
94579,226-788-9000,7-Jan,WINDSOR,,0.01
94579,226-345-0007,8-Jan,WINDSOR,,0.02
94579,519-252-0879,8-Jan,WINDSOR,,0.07
94579,226-663-2796,8-Jan,LONDON,,0.04
94579,519-337-9818,8-Jan,SARNIA,,0.06
94579,519-337-9818,8-Jan,SARNIA,,0.14
94579,519-985-5800,8-Jan,WINDSOR,,0.12
94579,226-886-1101,8-Jan,SARNIA,,0.03
94579,519-694-1101,8-Jan,LONDON,,0.01
94579,519-694-1101,8-Jan,LONDON,,0.03
94579,519-251-0920,8-Jan,WINDSOR,,0.05
94579,519-917-5000,8-Jan,CHATHAM,,0.04
94579,519-238-2086,8-Jan,GRAND BEN,,0.07
94579,519-251-0921,8-Jan,WINDSOR,,0.06
94579,519-349-3230,8-Jan,UNIONDALE,,0.06
94579,519-786-3887,8-Jan,FOREST,,0.01
94579,226-345-0007,8-Jan,WINDSOR,,0.01
94579,226-345-0007,8-Jan,WINDSOR,,0.01
94579,226-345-0007,8-Jan,WINDSOR,,0.01
94579,226-345-0007,8-Jan,WINDSOR,,0.01
94579,226-345-0007,8-Jan,WINDSOR,,0.05
94579,519-627-5488,8-Jan,WALLACEBG,,0.06
94579,226-234-0007,8-Jan,LONDON,,0.08
94579,519-207-2027,8-Jan,ST THOMAS,,0.02
94579,519-207-2027,8-Jan,ST THOMAS,,0.01
94579,226-626-0007,8-Jan,CHATHAM,,0.02
94579,519-991-1101,8-Jan,WINDSOR,,0.08
94579,226-374-8000,8-Jan,LONDON,,0.05
94579,519-672-9330,8-Jan,LONDON,,0.14
94579,519-204-1048,8-Jan,LONDON,,0.01
94579,519-204-1048,8-Jan,LONDON,,0.14
94579,226-342-0007,8-Jan,AYLMER,,0.06
94579,519-351-7695,8-Jan,CHATHAM,,0
94579,226-342-0007,9-Jan,AYLMER,,0.03
94579,226-374-8000,9-Jan,LONDON,,0.19
94579,519-245-3399,9-Jan,STRATHROY,,0.05
94579,519-451-7982,9-Jan,LONDON,,0.3
94579,226-788-9000,9-Jan,WINDSOR,,0.05
94579,519-320-4000,9-Jan,WOODSTOCK,,0.17
94579,226-234-0007,9-Jan,LONDON,,0.07
94579,519-869-8551,9-Jan,BRIGHTSGR,,0.31
94579,226-883-1101,9-Jan,WOODSTOCK,,0.39
94579,519-542-2584,9-Jan,SARNIA,,0.02
94579,519-542-2584,9-Jan,SARNIA,,0.39
94579,519-991-1101,10-Jan,WINDSOR,,0.02
94579,519-991-1101,10-Jan,WINDSOR,,0.04
94579,519-991-1101,10-Jan,WINDSOR,,0.13
94579,226-234-0007,11-Jan,LONDON,,0.04
94579,519-623-4040,11-Jan,GALT,,0.01
94579,519-627-5488,11-Jan,WALLACEBG,,0.12
94579,519-627-5488,11-Jan,WALLACEBG,,0.08
94579,226-784-4249,11-Jan,SARNIA,,0.1
94579,226-345-0007,11-Jan,WINDSOR,,0.15
94579,519-284-9917,11-Jan,ST MARYS,,0.01
94579,519-354-0384,11-Jan,CHATHAM,,0.04
94579,226-626-0007,11-Jan,CHATHAM,,0
94579,519-694-1101,11-Jan,LONDON,,0.18
94579,226-626-0007,11-Jan,CHATHAM,,0.11
94579,519-694-1101,11-Jan,LONDON,,0.03
94579,226-883-1101,11-Jan,WOODSTOCK,,0.06
94579,519-694-1101,11-Jan,LONDON,,0.03
94579,519-533-1919,11-Jan,WOODSTOCK,,0.06
94579,226-374-8000,11-Jan,LONDON,,0.05
94579,519-472-8343,11-Jan,LONDON,,0.04
